0: 92
1: 166
2: 168
3: 150
4: 157
5: 135
6: 158
7: 147
8: 113
9: 97
10: 81
11: 95
12: 75
13: 58
14: 65
15: 55
16: 56
17: 35
18: 34
19: 24
20: 19
21: 14
22: 9
23: 14
24: 7
25: 4
26: 8
27: 3
28: 2
29: 4
30: 1
31: 1
33: 1
